IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,CHL,Chile,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCHL,"World Drink Trends  (WDT) 1961-1999; merged (GlobalData, WHO Global Surveys on Alcohol and Health) 2000-2020",,6.25,,,,,,6.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNGA,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR [2000 to 2004 missing], OIV) 2000-2020",,6.22,,,,,,6.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHATG,"Food and Agriculture Organization of the UN (FAO) 1962-1999; merged (FAO, GlobalData, IWSR, OIV) 2000-2020",,6.46,,,,,,6.5,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNIU,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO, Wine Institute) 2000-2020",,6.51,,,,,,6.5,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHMDA,"Food and Agriculture Organization of the UN (FAO) 1992-1999; merged (GlobalData, IWSR, OIV, Statistical Yearbook of the Republic of Moldova) 2000-2020",,6.55,,,,,,6.5,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,ISL,Iceland,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHISL,World Drink Trends  (WDT) 1961-1999; Statistics Iceland 2000-2020,,6.59,,,,,,6.6,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSTP,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], Wine Institute) 2000-2020",,6.72,,,,,,6.7,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,BRA,Brazil,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBRA,"World Drink Trends (WDT) 1963-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,6.84,,,,,,6.8,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,SWE,Sweden,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSWE,World Drink Trends (WDT) 1961-1999; Central Association for Alcohol and Drug Information 2000-2020,,6.76,,,,,,6.8,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHUKR,"World Drink Trends (WDT) 1975, 1980-1990; Food and Agriculture Organization of the UN (FAO) 1991-1999; merged (GlobalData, IWSR, OIV, Statistics Ukraine) 2000-2020",,6.82,,,,,,6.8,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHJPN,World Drink Trends (WDT) 1961-1988; National Tax Agency 1989-2020,,6.99,,,,,,7,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHVEN,"World Drink Trends (WDT) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,7.11,,,,,,7.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHZAF,World Drink Trends (WDT) 1961-1999; South African Wine Industry Information and Systems (SAWIS) 2000-2020,,7.17,,,,,,7.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHMUS,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR [2000 to 2004 missing]) 2000-2020",,7.26,,,,,,7.3,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,BRB,Barbados,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBRB,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,7.4,,,,,,7.4,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,GAB,Gabon,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHGAB,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,7.53,,,,,,7.5,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHGNQ,"Food and Agriculture Organization of the UN (FAO) 1983-1999; merged (GlobalData, IWSR [2000 to 2004 missing]) 2000-2020",,7.68,,,,,,7.7,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSWZ,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,7.65,,,,,,7.7,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHTHA,"Food and Agriculture Organization of the UN (FAO) 1961-1984; World Drink Trends (WDT) 1985-1999; merged (GlobalData, IWSR) 2000-2007; WHO Global Surveys on Alcohol and Health 2008-2013; Ministry of Public Health 2014-2020",,7.72,,,,,,7.7,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,CAN,Canada,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCAN,World Drink Trends (WDT) 1961-1992; Statistics Canada 1993-2020,,7.76,,,,,,7.8,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSYC,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR) 2000-2020",,8.07,,,,,,8.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,LVA,Latvia,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLVA,World Drink Trends (WDT) 1980-1999; Center for Disease Prevention and Control (SPKC) 2000-2020,,8.16,,,,,,8.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,GRD,Grenada,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHGRD,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,8.25,,,,,,8.3,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,DMA,Dominica,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHDMA,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO [2020 missing], IWSR, Wine Institute [2016 to 2020 missing]) 2000-2020",,8.37,,,,,,8.4,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,GRC,Greece,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHGRC,"World Drink Trends (WDT) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,8.38,,,,,,8.4,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,USA,United States of America,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHUSA,National Institute on Alcohol Abuse and Alcoholism (NIAAA) 1961-2020,,8.4,,,,,,8.4,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,POL,Poland,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPOL,World Drink Trends (WDT) 1961-1999; WHO Global Survey on Alcohol and Health 2000-2004; Statistics Poland 2005-2020,,8.76,,,,,,8.8,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNZL,World Drink Trends (WDT) 1963-1996; Statistics New Zealand 1997-2020,,9.06,,,,,,9.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,ITA,Italy,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHITA,World Drink Trends (WDT) 1961-1999; Assobirra 2000-2004; WHO Global Survey on Alcohol and Health 2005-2014; AssoBirra 2015-2020,,9.18,,,,,,9.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHKNA,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (GlobalData, IWSR) 2000-2020",,9.34,,,,,,9.3,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,FIN,Finland,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHFIN,National Research and Development Centre for Welfare and Health (STAKES) 1961-1989; Statistics Finland 1990-2020,,9.48,,,,,,9.5,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHKOR,Food and Agriculture Organization of the UN (FAO) 1961-1999; WHO Global Surveys on Alcohol and Health 2000-2020,,9.46,,,,,,9.5,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNLD,World Drink Trends (WDT) 1961-1999; STAP Dutch Institute for Alcohol Policy 2000-2020,,9.59,,,,,,9.6,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCYP,World Drink Trends  (WDT) 1961-1999; Statistics Cyprus 2000-2020,,9.73,,,,,,9.7,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBHS,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR) 2000-2020",,9.81,,,,,,9.8,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2003,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHAUS,World Drink Trends (WDT) 1961-1989; National Drug Research Institute (NDRI) 1990-1999; Australian Bureau of Statistics 2000-2020,,9.88,,,,,,9.9,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHAFG,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, IWSR, OIV) 2000-2020",,0.006,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBGD,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, OIV) 2000-2020",,0.002,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHIRN,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], IWSR) 2000-2020",,0.004,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHKWT,Food and Agriculture Organization of the UN (FAO) 1961-1999; no data sources due to alcohol prohibition 2000-2020,,0,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLBY,"Food and Agriculture Organization of the UN (FAO) 1961-2000; merged (FAO [2020 missing], OIV) 2000-2020",,0.007,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHMRT,Food and Agriculture Organization of the UN (FAO) 1961-2000; no data sources due to alcohol prohibition 2001-2020,,0,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPAK,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, IWSR, OIV) 2000-2020",,0.017,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSAU,Food and Agriculture Organization of the UN (FAO) 1961-1999; no data sources  due to alcohol prohibition 2000-2020,,0,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSOM,Food and Agriculture Organization of the UN (FAO) 1961-1999; no data sources due to alcohol prohibition 2000-2020,,0,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSDN,"Food and Agriculture Organization of the UN (FAO) 1961-2010; merged (FAO [2020 missing], OIV) 2011-2020",,0,,,,,,0,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHEGY,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,0.14,,,,,,0.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHIDN,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,0.054,,,,,,0.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHIRQ,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, IWSR, OIV) 2000-2020",,0.072,,,,,,0.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNPL,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,0.14,,,,,,0.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,NER,Niger,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNER,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,0.096,,,,,,0.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHYEM,"Food and Agriculture Organization of the UN (FAO) 1961-2012; merged (FAO [2020 missing], OIV) 2013-2020",,0.067,,,,,,0.1,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBRN,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, OIV) 2000-2020",,0.24,,,,,,0.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,COM,Comoros,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCOM,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], OIV) 2000-2020",,0.19,,,,,,0.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,GIN,Guinea,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHGIN,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,0.21,,,,,,0.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSLE,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO [2020 missing], GlobalData, Wine Institute) 2000-2020",,0.17,,,,,,0.2,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,DZA,Algeria,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHDZA,"World Drink Trends (WDT) 1961-1999; merged (FAO, GlobalData, OIV) 2000-2020",,0.31,,,,,,0.3,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,TCD,Chad,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHTCD,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,0.4,,,,,,0.4,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHMAR,"World Drink Trends (WDT) 1961-1999; merged (FAO, GlobalData, IWSR, OIV) 2000-2020",,0.45,,,,,,0.4,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,SEN,Senegal,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSEN,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR) 2000-2020",,0.37,,,,,,0.4,,,EN,2024-08-11T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2002,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSLB,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,0.45,,,,,,0.4,,,EN,2024-08-11T22:00:00.000Z
